id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
323,Dragon Age: Inquisition,2014-11-17,3.79,86,4,"{""Xbox 360"",""PlayStation 3"",""PlayStation 4"",""Xbox One"",PC}","{Action,RPG,Strategy}","{""PlayStation Store"",""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",""Third Person"",""Online Co-Op"",Fantasy,""Female Protagonist"",""Action RPG"",Nudity,War,""Character Customization"",""Choices Matter"",combat,""Sexual Content"",""Steam Trading Cards"",battle,character,Dragons,CRPG,explore,race,Classes}",Mature
324,FTL: Faster Than Light,2012-09-13,4.26,84,6,"{PC,Linux,iOS,macOS}","{Strategy,Simulation,Indie}","{""App Store"",""Epic Games"",Steam,GOG}","{Singleplayer,Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,2D,Sci-fi,Difficult,Survival,""Pixel Graphics"",Space,""Replay Value"",Roguelike,Roguelite,""Real-Time with Pause"",""Perma Death""}",Everyone 10+
325,Hotline Miami 2: Wrong Number,2015-03-08,4.28,72,7,"{Android,""PS Vita"",""PlayStation 4"",""PlayStation 3"",Linux,macOS,PC,""Nintendo Switch"",iOS}","{Action,Shooter,Arcade,Indie}","{""PlayStation Store"",Steam,GOG,""Google Play""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,""Great Soundtrack"",2D,Gore,""Steam Leaderboards"",Difficult,Violent,""Pixel Graphics"",""Steam Workshop"",Retro,""Includes level editor"",""controller support"",Fast-Paced,Top-Down,overlay,1990's,Blood,""Top-Down Shooter"",""Level Editor"",1980s}",Mature
326,Resident Evil 6,2012-10-01,3.42,67,8,"{Web,""Nintendo Switch"",PC,""Xbox One"",""PlayStation 4"",""Xbox 360"",""PlayStation 3""}","{Action,Shooter}","{""PlayStation Store"",""Nintendo Store"",""Xbox 360 Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,Co-op,cooperative,""Third Person"",""Partial Controller Support"",Horror,""Online Co-Op"",""Steam Leaderboards"",""Female Protagonist"",Survival,""Split Screen"",""Local Co-Op"",""Third-Person Shooter"",Zombies,""Survival Horror"",""Valve Anti-Cheat enabled"",""Quick-Time Events"",""Co-op Campaign""}",Mature
327,The Walking Dead: Season 2,2013-12-15,4.06,80,10,"{macOS,PC,iOS,Android,""PS Vita"",""PlayStation 3"",""Xbox 360"",""Nintendo Switch"",""PlayStation 4"",""Xbox One""}","{Action,Adventure}","{""PlayStation Store"",""Nintendo Store"",""App Store"",Steam,GOG,""Xbox 360 Store"",""Google Play"",""Xbox Store"",""Epic Games""}","{Singleplayer,""Full controller support"",Atmospheric,""Story Rich"",Horror,Gore,""Female Protagonist"",Survival,Zombies,""Point & Click"",Post-apocalyptic,""Choices Matter"",Mature,Cinematic,Drama,Episodic,""Comic Book"",""Quick-Time Events"",""Choose Your Own Adventure""}",Mature
328,Deus Ex: Human Revolution,2011-08-21,4.37,89,17,"{""PlayStation 3"",""Xbox One"",PC,macOS,""Xbox 360""}","{Action,RPG}","{""Xbox Store"",Steam,""PlayStation Store"",""Xbox 360 Store""}","{Stealth,Cyberpunk}",Mature
329,Resident Evil 2 (1998),1998-01-20,4.33,90,13,"{Dreamcast,GameCube,""Nintendo 64"",PC,PlayStation}",{Action},"{""PlayStation Store"",""Xbox Store""}","{Singleplayer,Atmospheric,""Great Soundtrack"",""Third Person"",Horror,""Female Protagonist"",Zombies,exclusive,""Survival Horror"",""fixed camera""}",Mature
330,Sleeping Dogs,2012-08-13,4.13,81,14,"{PC,""Xbox 360"",""PlayStation 3""}","{Action,Adventure}","{Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",Sandbox,Violent,""Third-Person Shooter"",Parkour,Crime,Driving,""Martial Arts""}",Mature
331,Ratchet & Clank,2016-04-11,4.05,85,18,"{""PlayStation 4""}","{Action,Shooter,Adventure}","{""PlayStation Store""}","{Action-Adventure,exclusive,""true exclusive""}",Everyone 10+
332,Kingdom: Classic,2015-09-20,3.39,74,4,"{Linux,macOS,PC}","{Strategy,Simulation,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",2D,Difficult,""Female Protagonist"",Survival,""Pixel Graphics"",""Side Scroller"",Roguelike,Medieval,""Tower Defense"",""Resource Management"",""City Builder""}",
333,Ori and the Will of the Wisps,2020-03-09,4.46,91,11,"{""Xbox One"",PC,""Nintendo Switch"",""Xbox Series S/X""}","{Action,Adventure,Platformer}","{""Xbox Store"",""Nintendo Store"",Steam}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",""Story Rich"",""Open World"",Fantasy,Difficult,Exploration,Action-Adventure,Cute,Metroidvania,Puzzle-Platformer,Emotional,Masterpiece,Beautiful,Souls-like}",Everyone
334,Forza Horizon 4,2018-10-01,4.37,90,13,"{PC,""Xbox One"",""Xbox Series S/X""}","{Racing,Arcade}","{Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",Co-op,""Open World"",First-Person,""Online Co-Op"",Exploration,Sandbox,PvP,""Cross-Platform Multiplayer"",exclusive,""Family Friendly"",Cinematic,Realistic,VR,""Online PvP"",""Steam Trading Cards"",""3rd-Person Perspective"",Driving,explore,Offroad,""street racing"",""w10 exclusive"",winter,autumn,extreme}",Everyone
335,The Outer Worlds,2019-10-24,3.87,80,8,"{""PlayStation 4"",PC,""Nintendo Switch"",""Xbox One""}","{Action,Shooter,Adventure,RPG}","{""PlayStation Store"",""Xbox Store"",""Nintendo Store"",GOG,Steam,""Epic Games""}","{Singleplayer,""Full controller support"",RPG,""Story Rich"",""Open World"",First-Person,Sci-fi,FPS,""Action RPG"",Space,role-playing,""Choices Matter""}",
336,inFAMOUS Second Son,2014-03-20,3.91,80,0,"{""PlayStation 4""}",{Action},"{""PlayStation Store""}","{exclusive,""true exclusive""}",Teen
337,Tom Clancy’s The Division,2016-03-06,3.7,80,28,"{PC,""Xbox One"",""PlayStation 4""}","{Action,Shooter,RPG}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,""Third Person"",FPS,""Online Co-Op"",Sandbox,Survival,Tactical,""Third-Person Shooter"",Post-apocalyptic,MMORPG}",Mature
338,POSTAL 2,2003-04-12,3.91,59,4,"{macOS,PC,Linux}","{Action,Shooter,Adventure,Indie}","{GOG,Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Open World"",First-Person,FPS,Funny,Gore,Classic,Sandbox,Comedy,Violent,""Steam Workshop"",""Includes level editor"",Moddable,exclusive,""Family Friendly"",Mature,""true exclusive"",""Dark Humor"",Satire}",Adults Only
339,The Legend of Zelda: Breath of the Wild,2017-03-02,4.53,97,121,"{""Nintendo Switch"",""Wii U""}","{Action,Adventure,RPG}","{""Nintendo Store""}","{RPG,""Open World"",Sandbox,Action-Adventure,exclusive}",Everyone 10+
340,Surviving Mars,2018-03-13,3.46,75,4,"{""PlayStation 4"",""Xbox One"",PC,macOS,Linux}","{Strategy,Simulation}","{""PlayStation Store"",""Epic Games"",Steam,GOG,""Xbox Store""}","{Singleplayer,""Steam Achievements"",cooperative,Sci-fi,Space,""City Builder"",Mars}",Everyone 10+
341,Bayonetta,2009-06-22,4.31,90,5,"{""PlayStation 4"",""PlayStation 3"",""Xbox 360"",""Wii U"",PC,""Xbox One"",""Nintendo Switch""}","{Action,Adventure}","{""Xbox Store"",""PlayStation Store"",Steam,""Nintendo Store"",""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Third Person"",Fantasy,Gore,Classic,""Female Protagonist"",Comedy,Anime,Nudity,""Hack and Slash"",Mature,Fast-Paced,""Beat 'em up"",""Sexual Content"",""Character Action Game"",""Spectacle fighter""}",Mature
342,A Story About My Uncle,2014-05-26,3.16,73,3,"{PC,macOS,Linux}","{Adventure,Arcade,Casual,Indie,Platformer}","{Steam,GOG}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",""Open World"",First-Person,Sci-fi,Horror,Fantasy,Difficult,""controller support"",""Family Friendly"",Short,Parkour,""3D Platformer"",Narration}",Everyone 10+
343,To the Moon,2011-01-09,4.29,81,4,"{""Nintendo Switch"",PC,Android,Linux,iOS,macOS}","{Adventure,RPG,Indie}","{""Nintendo Store"",GOG,Steam,""App Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",2D,Funny,""Female Protagonist"",""Pixel Graphics"",Retro,role-playing,Short,Cute,""Walking Simulator"",Linear,Romance,""Interactive Fiction"",RPGMaker,""RPG Maker"",Psychological}",Everyone
344,"Alan Wake's American Nightmare",2012-02-21,3.4,73,3,"{""Xbox 360"",PC,""Xbox One""}","{Action,Shooter}","{""Epic Games"",""Xbox Store"",GOG,Steam,""Xbox 360 Store""}","{Singleplayer,""Full controller support"",Atmospheric,""Story Rich"",""Third Person"",Horror,Survival,Controller,""Third-Person Shooter"",""controller support"",""Survival Horror"",Short,Mystery,Cinematic,Detective,Supernatural,Thriller}",
345,Call of Duty: Black Ops II,2012-11-12,3.95,74,6,"{""Wii U"",""Xbox One"",""Xbox 360"",""PlayStation 3"",PC}","{Action,Shooter}","{""Xbox 360 Store"",""Xbox Store"",Steam,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,First-Person,Sci-fi,Horror,FPS,""Online Co-Op"",""Steam Leaderboards"",Survival,Controller,Tactical,Zombies,War,Futuristic,Team-Based,""Valve Anti-Cheat enabled"",Story,character,death}",Mature
346,Batman: Arkham Asylum,2009-08-24,4.41,91,13,"{""Nintendo Switch"",macOS,PC,""PlayStation 4"",""PlayStation 3"",""Xbox 360"",""Xbox One""}",{Action},"{""Nintendo Store"",""App Store"",""PlayStation Store"",""Xbox 360 Store""}","{Exploration,Stealth,puzzles,island,hero}",Teen
347,PAYDAY The Heist,2011-10-17,3.34,76,4,"{PC,""PlayStation 3""}","{Action,Shooter}","{""PlayStation Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,First-Person,FPS,""Online Co-Op"",Difficult,Stealth,Tactical,stats,Team-Based,Crime,Heist}",Adults Only
348,Syberia 2,2004-03-27,3.88,80,5,"{Xbox,Android,""PlayStation 3"",""PlayStation 2"",""Nintendo Switch"",macOS,PC,iOS,""Xbox 360""}","{Adventure,Puzzle}","{""PlayStation Store"",""App Store"",""Google Play"",GOG,""Xbox 360 Store"",Steam,""Nintendo Store""}","{Singleplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",Classic,""Female Protagonist"",""Point & Click"",Mystery,Story,Steampunk,puzzles,Movie,factory,Dreams}",Teen
349,Euro Truck Simulator 2,2012-10-18,4.1,79,12,"{Linux,macOS,PC}","{Simulation,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Atmospheric,steam-trading-cards,RPG,""Open World"",First-Person,""Partial Controller Support"",Exploration,Sandbox,""Steam Workshop"",""Includes level editor"",Moddable,exclusive,Realistic,""true exclusive"",Management,Driving,Relaxing,Economy,TrackIR}",Everyone
350,Overcooked,2016-07-31,4.07,81,4,"{""PlayStation 4"",""Nintendo Switch"",""Xbox One"",PC}","{Simulation,Arcade,Casual,Indie}","{""PlayStation Store"",""Xbox Store"",Steam,""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,Funny,Difficult,""Split Screen"",""Local Co-Op"",""Local Multiplayer"",""Family Friendly"",Colorful,Memes,""4 Player Local"",""Co-op Campaign""}",Everyone
351,"Warhammer 40,000: Space Marine",2011-09-04,3.46,74,5,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{GOG,Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",cooperative,""Third Person"",Sci-fi,""Online Co-Op"",Gore,""Steam Leaderboards"",Controller,""Third-Person Shooter"",""Hack and Slash"",Futuristic,Dystopian,""Games Workshop"",""Warhammer 40K""}",Adults Only
500,Gothic Playable Teaser,2019-11-30,2.57,,1,{PC},{RPG},{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,RPG,""Open World"",""Third Person"",Fantasy,Gore,Exploration,""Action RPG"",""Dark Fantasy"",Medieval,""Sexual Content"",Gothic}",
352,Dark Souls II: Scholar of the First Sin,2015-03-31,4.16,79,24,"{""PlayStation 4"",""Xbox One"",PC}","{Action,RPG}","{""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,RPG,Co-op,""Story Rich"",cooperative,""Third Person"",Fantasy,Difficult,""Action RPG"",Dark,PvP,""Hack and Slash"",""Character Customization"",""Dark Fantasy"",Medieval,Remake,Lore-Rich}",Mature
353,FINAL FANTASY XV,2016-11-28,3.87,82,5,"{""PlayStation 4"",PC,""Xbox One""}",{RPG},"{""PlayStation Store"",Steam,""Xbox Store""}","{RPG,Fantasy,combat,Story,battle,friends,Tanks,night}",Teen
354,Until Dawn (2015),2015-08-24,4.1,79,14,"{""PlayStation 4"",""PlayStation 3""}","{Action,Adventure}","{""PlayStation Store""}","{Horror,exclusive}",Mature
355,The Sims 4,2014-09-01,3.68,67,3,"{""PlayStation 4"",macOS,PC,""Xbox One"",""Xbox Series S/X""}","{Strategy,Simulation,Casual}","{Steam,""Xbox Store"",""PlayStation Store""}","{Singleplayer,Multiplayer,Atmospheric,Fantasy,Funny,""Character Customization"",""Family Friendly"",Cute,Realistic,3D,Building,""Sexual Content"",""Steam Trading Cards"",Relaxing,Cartoony,Romance,Beautiful,""Immersive Sim"",LGBTQ+,""Remote Play on Tablet"",build,reality-based,""Life Sim"",family-simulator,life}",Teen
356,Team Fortress Classic,1999-03-31,2.93,,1,"{macOS,Linux,PC}",{Action},{Steam},"{Multiplayer,Co-op,""Story Rich"",cooperative,First-Person,FPS,""Online Co-Op"",Funny,Classic,Retro,Team-Based,Fast-Paced,""Valve Anti-Cheat enabled"",Competitive,Remake,1990's,Class-Based,Mod}",
357,STAR WARS Battlefront II,2017-11-16,3.57,74,4,"{""PlayStation 4"",PC,""Xbox One""}","{Action,Shooter,Adventure}","{""Epic Games"",Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,Co-op,cooperative,First-Person,""Third Person"",Sci-fi,FPS,""Online Co-Op"",Tactical,""Third-Person Shooter"",PvP,Space,""Character Customization"",Aliens,combat,""Online PvP"",""Steam Trading Cards"",""Star Wars"",""Vehicular Combat""}",Teen
358,Borderlands Game of the Year Enhanced,2019-04-02,3.79,78,3,"{PC,""Nintendo Switch"",""PlayStation 4"",""Xbox One""}","{Action,Shooter,RPG}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,RPG,""Open World"",cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",Gore,Exploration,Violent,Post-apocalyptic,""Sexual Content"",""Dark Humor"",Loot,""Role Playing Game"",humor,meat}",Mature
359,"Assassin's Creed Syndicate",2015-10-12,3.67,74,24,"{""PlayStation 4"",""Xbox One"",PC}",{Action},"{""PlayStation Store"",""Epic Games"",Steam,""Xbox Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",""Open World"",cooperative,""Third Person"",""Partial Controller Support"",Funny,Gore,""Female Protagonist"",Stealth,Historical,Parkour,Steampunk,Assassin,Illuminati}",Mature
360,SMITE,2015-08-18,3.07,83,3,"{""PlayStation 4"",""Nintendo Switch"",""Xbox One"",macOS,PC}",{Action},"{""Epic Games"",""Xbox Store"",""PlayStation Store"",Steam,""Nintendo Store""}","{""Steam Achievements"",Multiplayer,steam-trading-cards,RPG,Co-op,cooperative,""Third Person"",Funny,Survival,""Free to Play"",PvP,Nudity,Team-Based,Competitive,MMORPG,MOBA,Mythology,e-sports}",
361,Age of Wonders III,2014-03-30,2.91,80,4,"{PC,macOS,Linux}","{RPG,Strategy}","{Steam,GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,Fantasy,Classic,""Female Protagonist"",""Split Screen"",Tactical,""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",Moddable,Turn-Based,""Turn-Based Strategy"",""Grand Strategy"",4X,""Hex Grid""}",
362,Metal Gear Rising: Revengeance,2013-02-18,4.24,83,6,"{""PlayStation 3"",""Xbox 360"",PC,Android,""Xbox One""}",{Action},"{""Xbox Store"",""PlayStation Store"",Steam,""Xbox 360 Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",""Great Soundtrack"",""Story Rich"",""Third Person"",Sci-fi,Gore,Difficult,Stealth,""Hack and Slash"",""Replay Value"",Fast-Paced,Cyberpunk,""Beat 'em up"",Ninja,Mechs,""Character Action Game"",Swordplay,""Spectacle fighter""}",Mature
534,Metro: Last Light,2013-05-12,4.13,81,8,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{""Xbox 360 Store""}","{Dark,character,night,shoot,apocalypse}",Mature
363,Borderlands 3,2019-09-12,3.89,83,10,"{""Nintendo Switch"",PC,""Xbox One"",""PlayStation 4"",""PlayStation 5"",""Xbox Series S/X""}","{Action,Shooter,Adventure,RPG}","{""Nintendo Store"",""PlayStation Store"",Steam,""Epic Games"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",RPG,Co-op,""Open World"",cooperative,First-Person,FPS,""Online Co-Op"",Gore,Exploration,Violent,""Split Screen"",""Local Co-Op"",Action-Adventure,""Local Multiplayer"",Space,""Cross-Platform Multiplayer"",role-playing,Nudity,""Steam Trading Cards"",Driving,online,Loot,console,friends,Epic,Masterpiece,offline,Western,""Co-op Campaign"",skill,Solo,""looter shooter"",planets,guns,""LAN Co-op"",Team,trees,wasteland}",Mature
364,Dark Souls: Prepare To Die Edition,2012-08-22,4.36,85,14,"{""Xbox 360"",""PlayStation 3"",PC}","{Action,RPG}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Fantasy,Difficult,Exploration,""Action RPG"",Dark,""Character Customization"",""Replay Value"",""Dark Fantasy"",Medieval,Lore-Rich}",Mature
365,Deus Ex: Game of the Year Edition,2000-06-21,4.13,90,1,"{macOS,""PlayStation 2"",""PlayStation 3"",PC}","{Action,Shooter,RPG}","{GOG,Steam}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",First-Person,Sci-fi,FPS,Classic,Stealth,""Action RPG"",Moddable,Cyberpunk,Dystopian,""Cult Classic"",""Immersive Sim"",Conspiracy,""Inventory Management""}",Mature
366,Black Mesa,2020-03-05,4.34,86,6,"{PC,Linux}","{Action,Shooter,Indie}",{Steam},"{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",First-Person,Sci-fi,""Partial Controller Support"",Horror,FPS,Classic,""Online multiplayer"",""Early Access"",""Cross-Platform Multiplayer"",Zombies,""Includes level editor"",exclusive,""Captions available"",Aliens,""true exclusive"",Remake,""Includes Source SDK"",Mod}",
367,The Forest,2018-04-29,3.74,,8,"{PC,""PlayStation 4""}","{Action,Adventure,Indie}","{""PlayStation Store"",Steam}","{Singleplayer,Multiplayer,""Steam Cloud"",Atmospheric,Co-op,""Open World"",First-Person,Horror,FPS,Gore,Exploration,Sandbox,Survival,""Early Access"",Zombies,""Survival Horror"",Crafting,Realistic,Building}",Mature
368,Celeste,2018-01-24,4.4,91,6,"{""Xbox One"",PC,macOS,""Nintendo Switch"",""PlayStation 4"",Linux}","{Indie,Platformer}","{""Epic Games"",Steam,""Nintendo Store"",""PlayStation Store"",""Xbox Store"",itch.io}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",""Story Rich"",2D,Horror,""Female Protagonist"",celeste,xna,miniboss,fna,towerfall,matt-makes-games,great-graphics,character-development}",Everyone 10+
369,Half-Life: Source,2004-05-31,3.73,,1,"{Linux,PC,macOS}",{Action},{Steam},"{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",First-Person,Sci-fi,Horror,FPS,Classic,Zombies,Moddable,Aliens,Remake,1990's,""Silent Protagonist""}",Mature
370,Company of Heroes,2006-09-10,3.67,93,7,"{PC,iOS}",{Strategy},"{""App Store"",Steam}","{Singleplayer,Multiplayer,""Steam Cloud"",steam-trading-cards,Co-op,cooperative,First-Person,FPS,Classic,Violent,Tactical,""Steam Workshop"",Moddable,War,Historical,Team-Based,RTS,Military,""Base Building"",""World War II"",""Real-Time with Pause"",Real-Time,Tanks}",
371,Mafia: The City of Lost Heaven,2002-08-27,4.36,88,2,"{PC,""PlayStation 2"",Xbox}",{Action},"{GOG,Steam}","{Singleplayer,""Story Rich"",""Open World"",""Third Person"",Classic,Violent,Action-Adventure,mafia,1930s,30s}",Mature
372,Hitman: Blood Money,2006-05-28,4.3,82,2,"{""Xbox 360"",""PlayStation 4"",PC,""PlayStation 2"",""PlayStation 3"",Xbox}","{Action,Shooter}","{""PlayStation Store"",Steam,""Xbox 360 Store"",GOG}","{Singleplayer,Atmospheric,""Great Soundtrack"",First-Person,""Third Person"",Difficult,Classic,Sandbox,Stealth,""Third-Person Shooter"",Dark,""Replay Value"",Crime,Assassin,""Cult Classic""}",
435,Fortnite Battle Royale,2017-09-25,3.23,82,0,"{macOS,""PlayStation 4"",""Xbox One"",iOS,PC,Android,""Xbox Series S/X"",""PlayStation 5"",""Nintendo Switch""}","{Action,Shooter}","{""PlayStation Store"",""Xbox Store"",""App Store"",""Nintendo Store"",""Epic Games""}","{Multiplayer,Sci-fi,Sandbox,Comedy,""Free to Play"",3D,island,""Battle Royale"",build,Solo,dance,Team,bus}",Teen
373,A Way Out,2018-03-22,4.12,78,6,"{PC,""Xbox One"",""PlayStation 4""}","{Action,Adventure}","{Steam,""PlayStation Store"",""Xbox Store""}","{""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,Co-op,""Story Rich"",cooperative,""Third Person"",""Online Co-Op"",Violent,Stealth,""Split Screen"",""Local Co-Op"",Action-Adventure,Nudity,Cinematic,""Sexual Content"",Crime,""Steam Trading Cards"",Emotional,""Remote Play Together"",""Shared/Split Screen Co-op"",""Remote Play on TV"",""Remote Play on Tablet"",Conversation,""Remote Play on Phone"",prison,""ea play""}",Mature
374,Frostpunk,2018-04-23,4.18,85,6,"{""Xbox One"",""Nintendo Switch"",""PlayStation 4"",PC}","{Strategy,Simulation}","{""PlayStation Store"",""Xbox Store"",GOG,Steam}","{Singleplayer,Atmospheric,Difficult,Survival,Dark,Post-apocalyptic,""Choices Matter"",Building,Management,""Real-Time with Pause"",Economy,""Resource Management"",""City Builder""}",Mature
375,Human: Fall Flat,2016-07-21,3.83,70,5,"{Android,Linux,macOS,PC,iOS,""PlayStation 4"",""Xbox One"",""Nintendo Switch""}","{Action,Indie,Puzzle}","{GOG,Steam,""PlayStation Store"",""Xbox Store"",""Nintendo Store"",""App Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Co-op,""Open World"",cooperative,Funny,Sandbox,Survival,""Split Screen"",""Local Co-Op"",""Local Multiplayer"",stats,""controller support"",Physics,Memes,Puzzle-Platformer,""3D Platformer"",""soft-body physics""}",Everyone
376,"Oddworld: Abe's Oddysee",1997-09-18,3.53,85,3,"{""PlayStation 5"",""PlayStation 4"",PC,PlayStation}","{Action,Platformer}","{GOG,""PlayStation Store"",Steam}","{Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,2D,Fantasy,Funny,Difficult,Classic,Comedy,Retro,Dark,""controller support"",Cinematic,Puzzle-Platformer,""Cult Classic""}",Teen
377,Ghost of Tsushima,2020-07-16,4.44,83,0,"{""PlayStation 4"",""PlayStation 5""}","{Action,Adventure,RPG}","{""PlayStation Store""}","{Singleplayer,Atmospheric,RPG,""Open World"",""Third Person"",Action-Adventure,exclusive,japanese}",Mature
378,Dead by Daylight,2016-06-13,3.48,72,9,"{""Nintendo Switch"",PC,""PlayStation 4"",""Xbox One"",""PlayStation 5""}",{Action},"{""Epic Games"",""Google Play"",""App Store"",Steam,""Xbox Store"",""PlayStation Store"",""Nintendo Store""}","{""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,Co-op,First-Person,""Third Person"",""Partial Controller Support"",Horror,""Online Co-Op"",Gore,Difficult,Survival,Comedy,Violent,Stealth,""Survival Horror"",Mature,Team-Based,online,Blood,character,console,offline,work,death,escape,sacrifice}",Mature
379,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-18,4.3,82,3,{PC},"{Action,Shooter,Adventure,RPG}","{Steam,GOG}","{Singleplayer,Multiplayer,Atmospheric,RPG,""Open World"",First-Person,Sci-fi,Horror,FPS,Difficult,Classic,Sandbox,Survival,Moddable,Post-apocalyptic,""Survival Horror"",""Based On A Novel"",""Inventory Management""}",Adults Only
380,The Long Dark,2014-09-21,3.91,76,5,"{""PlayStation 4"",""Xbox One"",""Nintendo Switch"",PC,macOS,Linux}","{Action,Adventure,Simulation,Indie}","{""PlayStation Store"",Steam,GOG,""Xbox Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Open World"",First-Person,Horror,""Steam Leaderboards"",Difficult,Exploration,Sandbox,""Female Protagonist"",Survival,""Early Access"",Post-apocalyptic,""Survival Horror"",Crafting,""Walking Simulator"",overlay,""in development""}",Teen
381,Rust,2018-02-08,3.38,66,14,"{""PlayStation 4"",""Xbox One"",PC,macOS,Linux}","{Action,Shooter,RPG,""Massively Multiplayer"",Indie}",{Steam},"{Multiplayer,Co-op,""Open World"",cooperative,First-Person,FPS,""Online Co-Op"",Sandbox,Survival,""Steam Workshop"",""Early Access"",PvP,""Cross-Platform Multiplayer"",Nudity,Post-apocalyptic,""In-App Purchases"",""Survival Horror"",Crafting,""Valve Anti-Cheat enabled"",Building,mmo}",Mature
382,Wallpaper Engine,2016-10-09,4.13,,13,"{Android,PC}",{Casual},{Steam},"{steam,Utilities,Software,android,""Photo Editing"",pc,tool,desktop,program,animated,aesthetic,customizable,wallpaper,background}",
